C:\Users\anura\Downloads\simulator-windows-64\data\IMG\center_2024_05_24_00_50_49_791.jpg, C:\Users\anura\Downloads\simulator-windows-64\data\IMG\left_2024_05_24_00_50_49_791.jpg, C:\Users\anura\Downloads\simulator-windows-64\data\IMG\right_2024_05_24_00_50_49_791.jpg,0,0,0,7.99E-05
C:\Users\anura\Downloads\simulator-windows-64\data\IMG\center_2024_05_24_00_50_49_893.jpg, C:\Users\anura\Downloads\simulator-windows-64\data\IMG\left_2024_05_24_00_50_49_893.jpg, C:\Users\anura\Downloads\simulator-windows-64\data\IMG\right_2024_05_24_00_50_49_893.jpg,0,0,0,8.18E-05
C:\Users\anura\Downloads\simulator-windows-64\data\IMG\center_2024_05_24_00_50_49_993.jpg, C:\Users\anura\Downloads\simulator-windows-64\data\IMG\left_2024_05_24_00_50_49_993.jpg, C:\Users\anura\Downloads\simulator-windows-64\data\IMG\right_2024_05_24_00_50_49_993.jpg,0,0,0,7.80E-05
C:\Users\anura\Downloads\simulator-windows-64\data\IMG\center_2024_05_24_00_50_50_094.jpg, C:\Users\anura\Downloads\simulator-windows-64\data\IMG\left_2024_05_24_00_50_50_094.jpg, C:\Users\anura\Downloads\simulator-windows-64\data\IMG\right_2024_05_24_00_50_50_094.jpg,0,0,0,7.81E-05
C:\Users\anura\Downloads\simulator-windows-64\data\IMG\center_2024_05_24_00_50_50_195.jpg, C:\Users\anura\Downloads\simulator-windows-64\data\IMG\left_2024_05_24_00_50_50_195.jpg, C:\Users\anura\Downloads\simulator-windows-64\data\IMG\right_2024_05_24_00_50_50_195.jpg,0,0,0,7.80E-05
C:\Users\anura\Downloads\simulator-windows-64\data\IMG\center_2024_05_24_00_50_50_297.jpg, C:\Users\anura\Downloads\simulator-windows-64\data\IMG\left_2024_05_24_00_50_50_297.jpg, C:\Users\anura\Downloads\simulator-windows-64\data\IMG\right_2024_05_24_00_50_50_297.jpg,0,0,0,7.86E-05
C:\Users\anura\Downloads\simulator-windows-64\data\IMG\center_2024_05_24_00_50_50_398.jpg, C:\Users\anura\Downloads\simulator-windows-64\data\IMG\left_2024_05_24_00_50_50_398.jpg, C:\Users\anura\Downloads\simulator-windows-64\data\IMG\right_2024_05_24_00_50_50_398.jpg,0,0,0,7.78E-05
C:\Users\anura\Downloads\simulator-windows-64\data\IMG\center_2024_05_24_00_50_50_499.jpg, C:\Users\anura\Downloads\simulator-windows-64\data\IMG\left_2024_05_24_00_50_50_499.jpg, C:\Users\anura\Downloads\simulator-windows-64\data\IMG\right_2024_05_24_00_50_50_499.jpg,0,0,0,7.81E-05
C:\Users\anura\Downloads\simulator-windows-64\data\IMG\center_2024_05_24_00_50_50_600.jpg, C:\Users\anura\Downloads\simulator-windows-64\data\IMG\left_2024_05_24_00_50_50_600.jpg, C:\Users\anura\Downloads\simulator-windows-64\data\IMG\right_2024_05_24_00_50_50_600.jpg,0,0,0,7.92E-05
C:\Users\anura\Downloads\simulator-windows-64\data\IMG\center_2024_05_24_00_50_50_700.jpg, C:\Users\anura\Downloads\simulator-windows-64\data\IMG\left_2024_05_24_00_50_50_700.jpg, C:\Users\anura\Downloads\simulator-windows-64\data\IMG\right_2024_05_24_00_50_50_700.jpg,0,0,0,7.77E-05
